Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh)
Germany,2016,1986.84,35288.34,28.7,29.81,26.1,10.98,2568.99,0.28
Brazil,2017,6675.02,1431.11,72.79,48.67,31.89,17.07,1879.61,0.08
Germany,2007,1073.4,33688.43,48.4,48.79,45.2,13.94,2590.48,0.21
Japan,2006,9721.24,5593.44,10.03,41.6,58.84,22.09,4275.91,0.09
China,2008,8697.12,3706.0,83.08,26.91,30.88,36.83,2874.41,0.18
Russia,2009,6300.39,36368.85,70.26,49.57,51.59,21.21,4928.75,0.13
China,2011,8208.67,32196.94,54.71,16.37,56.46,28.1,755.54,0.15
USA,2014,8887.04,44799.33,42.13,37.08,35.66,36.94,2233.72,0.4
UK,2014,2668.81,26222.92,86.59,25.7,30.13,20.79,1041.39,0.4
India,2003,8509.17,26736.21,70.88,18.69,39.64,20.97,1857.24,0.38
Japan,2003,2028.46,35497.38,50.47,74.78,55.87,12.64,3959.33,0.36
India,2022,4192.09,16508.18,60.52,59.0,20.44,20.47,4132.63,0.16
Japan,2000,5626.77,2327.17,28.86,21.82,39.47,32.38,207.01,0.25
Canada,2011,7167.52,11887.27,21.64,76.46,50.3,35.34,4769.18,0.26
UK,2024,398.4,12281.66,28.23,25.12,44.05,31.68,4365.77,0.29
USA,2001,2976.04,17115.11,29.92,26.49,39.89,10.21,4529.6,0.44
UK,2014,6124.34,47201.41,67.88,19.33,42.14,13.51,1915.06,0.45
Brazil,2016,3637.95,40339.72,16.91,60.95,44.77,31.93,2509.95,0.15
Japan,2006,7772.75,46829.83,71.09,49.96,47.28,38.27,884.09,0.24
India,2005,6551.36,49931.17,49.49,14.08,34.25,30.86,2014.32,0.12
Japan,2011,2420.57,21972.06,37.69,11.77,40.69,16.78,674.42,0.34
Brazil,2018,1544.7,11740.13,30.53,47.29,30.94,13.23,4323.26,0.31
Japan,2000,6327.57,28220.21,48.62,55.61,59.36,36.31,2926.59,0.43
UK,2020,4559.63,44116.15,31.99,67.6,27.49,12.97,723.11,0.28
Australia,2013,1772.67,23553.73,41.5,43.48,26.03,14.53,4401.37,0.4
Japan,2003,3331.1,25517.27,67.82,57.36,30.75,27.9,447.82,0.19
Canada,2004,3100.16,7154.74,58.21,61.36,56.8,15.7,4638.39,0.36
Canada,2000,1170.51,21312.55,68.58,52.91,46.35,16.83,573.46,0.07
Russia,2000,5514.4,19656.24,65.6,34.66,38.24,14.27,3603.98,0.12
Canada,2020,7660.12,17908.58,74.28,19.23,57.02,38.33,3244.27,0.25
Japan,2005,5797.12,44421.28,22.14,55.33,56.01,13.75,3924.37,0.45
Japan,2004,8280.28,3435.42,89.59,63.81,36.06,37.94,2845.61,0.45
Australia,2001,1362.93,48621.29,45.44,23.29,42.55,19.79,1782.11,0.32
Canada,2024,4412.56,908.22,66.05,44.64,56.21,34.65,1408.28,0.11
China,2020,6133.21,47306.9,62.61,37.81,32.78,38.5,4730.08,0.36
Japan,2004,6792.42,27628.35,53.12,24.4,36.3,25.58,2234.29,0.13
USA,2008,6988.28,35271.04,89.64,27.17,51.72,33.11,4218.86,0.21
USA,2018,7316.76,9763.08,23.47,26.64,47.95,17.98,3629.13,0.19
India,2020,6549.16,32883.47,40.85,39.33,21.95,21.49,3297.87,0.45
Australia,2014,1032.86,44156.9,15.86,37.33,24.7,26.59,4854.52,0.36
Brazil,2012,6983.53,7404.27,20.46,48.79,53.85,35.51,2848.98,0.08
China,2011,7275.35,6790.54,65.6,16.52,21.19,28.62,3678.44,0.43
Japan,2004,9935.45,15546.91,5.41,50.69,56.8,10.66,4255.86,0.24
UK,2001,6964.29,8505.43,80.63,11.53,30.87,19.14,277.59,0.39
Germany,2003,6899.62,5976.97,58.82,28.02,43.94,35.95,4981.72,0.4
Germany,2017,5196.65,34076.79,42.48,45.15,42.58,17.21,1347.76,0.5
Brazil,2020,8692.44,11084.42,33.17,58.09,35.85,21.04,3527.46,0.21
Russia,2009,9968.66,33517.24,15.73,63.99,21.26,21.69,4770.4,0.44
UK,2012,7812.54,43165.5,83.33,12.49,27.7,14.63,3827.53,0.18
Germany,2011,6163.75,32775.23,65.55,47.62,44.6,20.49,1186.61,0.5
Brazil,2001,881.65,6408.67,33.59,34.81,37.85,34.52,1843.45,0.23
Germany,2014,7294.72,28892.09,11.03,58.64,36.55,35.47,2100.19,0.35
Australia,2013,7114.76,19984.62,32.68,29.86,23.91,27.43,2952.42,0.5
India,2024,7778.12,17496.86,20.69,62.06,33.89,30.36,3034.59,0.14
Russia,2009,1333.1,16267.31,71.83,52.16,41.06,26.04,3950.11,0.33
Australia,2021,6571.95,46506.9,66.17,65.28,23.11,11.33,4305.38,0.5
UK,2007,3027.67,37254.12,47.34,78.91,22.67,30.9,493.21,0.47
Brazil,2024,7626.69,7125.52,80.3,73.6,39.66,39.9,1402.13,0.15
China,2014,2479.7,24062.27,20.36,51.53,42.45,16.83,1751.13,0.09
UK,2012,6871.39,16252.04,43.42,72.56,30.31,39.46,116.16,0.24
UK,2007,3020.43,48907.95,65.4,20.72,33.03,39.93,2117.04,0.39
Canada,2020,189.04,48912.43,10.76,13.01,51.87,14.25,1826.05,0.41
China,2020,6370.24,16316.96,36.68,47.32,54.77,37.78,2650.68,0.32
USA,2021,1221.36,17929.6,53.59,78.21,33.01,30.27,545.9,0.33
Canada,2013,6626.99,30171.0,36.18,59.68,34.23,23.99,2099.26,0.1
Brazil,2000,9263.53,24225.7,45.82,31.36,53.21,20.34,3007.21,0.25
USA,2012,9695.53,11048.49,56.69,56.81,58.95,28.89,4028.89,0.31
Germany,2007,2435.64,33190.4,36.31,12.79,32.82,35.28,3843.94,0.36
Germany,2017,8111.61,17039.37,14.01,42.94,51.55,11.02,2054.04,0.09
UK,2021,3600.18,32858.97,16.85,26.61,39.19,26.06,1978.19,0.36
Canada,2008,9014.53,19492.24,49.8,13.44,30.55,29.51,235.49,0.47
Japan,2012,7896.15,35160.39,19.85,27.49,47.27,10.77,459.09,0.4
China,2002,831.82,33556.07,80.64,60.57,38.5,36.67,4368.41,0.33
USA,2017,4130.66,25686.23,75.91,48.58,30.73,38.55,4039.08,0.09
China,2009,3439.45,35384.63,34.67,11.64,24.29,28.37,154.38,0.41
Canada,2004,7873.29,23317.8,75.63,38.68,54.68,13.51,4419.26,0.35
UK,2024,4161.83,6248.85,50.32,62.65,55.15,37.97,3088.7,0.3
Australia,2005,6877.43,9514.26,18.52,76.82,23.0,34.15,4019.5,0.41
Germany,2007,6064.11,12676.66,57.21,71.21,46.54,10.86,2537.51,0.35
USA,2023,9758.82,3629.83,62.75,10.11,26.5,27.37,795.6,0.26
USA,2006,9384.07,35713.37,12.13,25.31,45.85,13.44,1816.61,0.16
Brazil,2020,4334.23,18685.82,31.73,24.54,56.3,14.23,2277.64,0.28
USA,2017,7263.42,5129.4,5.46,38.92,30.41,15.78,3781.87,0.12
Canada,2013,8311.65,41087.93,31.9,55.2,33.92,21.89,4072.83,0.08
USA,2014,8998.97,34340.89,33.51,20.71,51.81,36.29,3720.19,0.16
USA,2009,774.53,22885.1,58.57,74.1,49.41,10.93,2409.4,0.22
China,2020,3090.58,12747.55,21.92,64.4,36.35,30.68,3335.32,0.34
UK,2011,3270.28,8011.42,7.56,39.35,53.94,38.94,1512.8,0.27
India,2006,4401.01,23189.52,31.83,50.88,56.82,29.24,4939.62,0.38
USA,2006,1775.72,44319.66,75.18,47.93,38.11,34.47,882.62,0.38
Japan,2010,5012.44,9825.57,38.93,50.76,21.58,37.05,3631.83,0.37
UK,2012,6665.82,28648.63,40.28,70.21,40.38,31.44,816.91,0.3
Russia,2014,5023.9,48103.46,44.87,24.01,49.59,29.8,1440.29,0.35
Brazil,2017,6691.35,32037.27,68.9,57.86,28.8,10.54,3756.69,0.49
China,2006,757.77,22278.25,45.8,17.49,23.98,25.57,3659.12,0.37
Brazil,2005,8772.27,35960.46,12.76,42.14,31.41,24.08,666.32,0.38
Australia,2022,9396.79,41316.61,22.54,54.51,20.46,25.68,3408.79,0.18
USA,2010,6217.28,29730.56,20.97,10.88,48.62,22.97,1059.0,0.27
Germany,2007,8825.77,43655.7,48.17,17.56,25.84,37.2,4866.16,0.25
Japan,2019,1401.32,25972.29,7.54,16.39,48.95,36.67,3035.11,0.21
China,2000,7994.74,41586.44,29.11,36.23,29.38,13.77,67.22,0.26
Brazil,2007,1279.57,47624.95,56.61,53.54,59.68,25.99,1081.85,0.32
USA,2007,4139.3,25311.55,35.15,79.72,41.27,38.79,1186.55,0.33
Germany,2018,3305.8,30447.58,65.16,27.79,21.65,27.96,1273.14,0.43
Germany,2002,5897.36,30668.64,38.25,19.52,50.91,34.05,2807.61,0.35
Australia,2004,3084.99,39181.03,88.24,39.03,36.4,21.2,1067.75,0.44
UK,2002,6409.4,41236.81,87.06,20.22,44.29,21.32,2093.32,0.35
Japan,2014,3737.13,1847.85,72.99,11.72,58.05,19.77,907.96,0.21
India,2013,8621.82,36801.3,86.12,49.48,40.69,10.66,3351.17,0.33
Japan,2020,6375.45,39298.85,22.41,71.57,52.18,37.75,2865.1,0.38
Australia,2014,2231.45,35171.26,68.83,70.26,32.11,20.49,3162.06,0.36
Canada,2023,3427.68,35827.94,32.34,17.06,48.58,21.01,4838.67,0.43
UK,2016,8489.47,2549.44,66.65,20.32,23.97,32.79,2026.54,0.46
China,2017,3926.15,22380.91,36.78,44.38,55.73,25.81,1116.59,0.2
UK,2001,5404.41,40999.89,29.6,35.74,27.99,20.86,4993.92,0.09
Australia,2011,6524.53,46733.35,86.5,59.22,32.08,36.51,337.47,0.35
Australia,2015,3543.32,11858.66,22.84,44.65,58.33,34.76,4061.23,0.1
China,2003,3010.39,29170.15,69.48,11.41,26.21,39.3,852.77,0.45
China,2024,4805.02,40314.35,62.35,29.92,30.18,29.23,3340.69,0.42
China,2001,2227.32,37744.18,30.8,73.1,43.21,30.7,2395.29,0.37
UK,2013,2913.68,31135.06,43.96,45.81,59.23,19.73,4203.18,0.47
USA,2010,714.58,1425.21,17.15,65.86,47.66,12.99,3668.9,0.45
Brazil,2012,3109.31,36332.35,83.3,38.16,24.57,13.18,903.06,0.47
Russia,2024,3274.97,38775.5,87.29,57.39,49.92,29.38,3342.96,0.38
China,2006,9622.15,36281.05,67.26,21.83,37.05,13.4,1124.6,0.22
Brazil,2009,5938.32,38407.55,77.2,61.56,59.69,37.2,887.89,0.07
Russia,2023,7895.09,21830.29,12.02,65.06,45.15,31.12,466.37,0.08
UK,2000,549.23,49690.73,37.64,16.31,41.28,16.79,612.6,0.41
Brazil,2020,1154.71,38653.95,33.12,22.83,42.29,18.38,3534.19,0.14
China,2024,8163.92,29144.66,53.02,42.4,45.66,31.3,4961.0,0.19
India,2003,6273.14,46742.47,20.59,54.62,49.27,34.72,3395.17,0.31
Australia,2017,1990.72,45455.82,52.89,54.62,23.13,35.18,3556.91,0.11
Brazil,2005,4107.47,40821.07,60.62,56.77,25.23,28.03,3924.41,0.49
Germany,2001,5432.86,28402.9,16.25,60.01,32.02,14.66,4450.61,0.42
Germany,2002,8451.74,26591.5,16.2,45.4,39.12,34.55,1375.26,0.31
Brazil,2013,698.08,16771.04,8.01,50.24,32.44,33.75,3042.5,0.46
China,2007,6007.55,12918.46,69.68,10.59,28.55,35.06,1122.35,0.27
Japan,2015,7198.66,25861.8,33.14,21.66,57.0,14.73,2651.91,0.45
China,2018,9781.13,29100.2,24.16,44.9,21.3,30.53,1082.91,0.42
UK,2017,8090.88,12604.06,71.14,62.19,57.55,38.81,366.83,0.06
China,2005,2834.65,46168.76,17.18,66.62,56.29,17.68,487.01,0.41
UK,2013,7124.83,28085.06,41.31,61.03,47.35,31.5,4882.7,0.4
Japan,2002,7656.45,26562.01,68.31,44.05,21.3,17.77,79.79,0.19
India,2015,7324.38,22064.1,53.78,29.69,29.01,19.21,3466.32,0.27
UK,2000,8219.43,3374.53,52.09,41.13,59.16,24.56,4442.17,0.11
Canada,2011,9046.93,44178.87,18.38,10.65,56.24,36.85,1998.83,0.35
Germany,2013,1074.46,16191.21,20.38,51.86,58.58,11.16,3555.17,0.35
Australia,2018,1137.16,32301.79,54.52,15.22,59.84,39.69,1776.99,0.49
Germany,2021,7984.36,30567.96,7.0,20.18,22.56,33.16,2668.38,0.38
UK,2018,2598.49,29432.1,78.88,53.82,42.83,20.79,4681.71,0.25
Canada,2008,679.56,26522.75,34.79,10.93,53.37,20.62,259.56,0.13
USA,2006,4072.17,9481.27,40.41,50.15,32.79,24.49,1372.52,0.4
India,2013,8216.78,14389.98,26.97,54.69,37.42,36.26,574.64,0.21
India,2004,1352.99,26447.31,79.52,65.18,31.35,10.54,2504.83,0.47
USA,2017,6751.24,39572.45,59.61,14.76,21.52,26.45,3863.88,0.17
Australia,2008,135.8,21883.45,43.24,10.21,22.91,11.68,4884.17,0.14
Japan,2020,1186.4,10594.17,54.75,63.68,20.86,13.47,819.47,0.33
Russia,2006,3573.42,4853.25,37.33,30.3,41.09,30.72,267.46,0.46
Canada,2008,927.66,33319.04,44.57,72.1,44.74,17.03,734.83,0.11
UK,2003,8474.43,21455.33,35.4,22.95,32.31,11.25,4845.32,0.07
Russia,2024,8654.3,6705.86,39.91,50.99,53.05,14.93,1634.64,0.49
Australia,2016,7580.15,33886.11,31.77,17.66,55.52,16.26,1372.5,0.11
Japan,2011,2500.55,10775.15,11.6,38.19,25.59,33.09,3688.58,0.32
India,2005,5280.15,25696.29,8.17,71.74,22.08,28.75,647.34,0.14
UK,2017,1923.47,15656.3,19.8,52.58,32.78,32.05,1777.92,0.13
UK,2007,2884.66,46618.66,26.39,58.27,48.52,21.09,766.82,0.12
Japan,2020,5208.45,11800.26,80.69,25.82,40.3,13.39,4872.89,0.37
Germany,2014,7376.64,21285.97,56.96,74.59,39.52,34.16,1461.36,0.39
Canada,2002,1037.08,47994.93,86.46,53.64,26.1,14.21,1382.52,0.1
Japan,2001,3037.3,16276.9,33.87,17.41,34.06,21.48,3190.29,0.11
China,2023,9273.55,32407.36,39.15,11.09,58.36,17.87,132.25,0.47
China,2022,4348.32,16177.99,66.18,11.11,33.62,18.9,3285.01,0.31
Japan,2008,9394.81,5978.41,54.12,13.58,43.66,28.06,2296.58,0.4
India,2007,9914.87,31563.59,49.87,73.81,22.33,14.93,961.47,0.09
Japan,2003,5313.93,45843.56,53.92,35.09,22.55,23.38,2457.4,0.07
Brazil,2001,2951.64,22901.95,54.65,30.88,36.97,29.16,4994.99,0.23
Australia,2013,7928.69,31495.74,70.09,39.16,44.16,36.07,4202.09,0.3
China,2001,1677.18,30640.47,61.79,38.67,34.89,21.14,4872.11,0.22
Russia,2001,2595.26,21046.94,86.37,26.69,27.16,19.56,4634.0,0.37
Japan,2021,7870.31,30937.38,85.58,16.43,49.44,21.04,4111.05,0.35
China,2006,4393.09,13336.25,40.86,17.6,25.6,25.02,1706.99,0.25
Australia,2011,2095.23,19212.88,8.04,51.94,46.72,19.39,3663.18,0.09
Australia,2005,6546.14,22394.78,5.94,37.78,58.27,17.51,1988.11,0.32
Russia,2017,7354.34,43268.43,15.47,73.17,38.82,21.26,2176.16,0.16
UK,2003,1338.21,17742.48,11.37,42.46,28.02,33.33,4373.29,0.22
Brazil,2018,2842.1,31939.28,36.74,45.24,53.68,17.58,1065.66,0.06
Japan,2012,2290.64,11063.49,9.49,74.98,40.22,35.34,1518.14,0.28
USA,2019,3860.56,13002.2,58.12,45.11,56.93,18.55,4655.98,0.36
Japan,2020,7658.1,32597.23,21.16,45.14,48.82,28.09,3512.99,0.31
UK,2022,7165.71,38234.34,48.69,35.42,37.22,39.13,371.25,0.39
Canada,2024,6658.99,23374.8,13.76,59.73,44.7,38.55,651.98,0.5
Germany,2001,162.23,17087.43,75.36,37.46,26.8,23.04,2918.76,0.33
India,2007,1507.22,45558.44,71.3,51.18,35.49,12.03,4003.84,0.15
UK,2018,2310.65,7222.49,37.85,41.32,43.75,37.08,3974.39,0.31
Australia,2008,2792.36,36175.35,82.4,47.01,43.6,13.81,2153.38,0.16
USA,2003,1549.62,34663.45,20.78,67.89,43.49,37.71,1329.62,0.2
India,2015,4162.12,34667.14,74.18,38.96,49.74,31.98,3949.15,0.21
China,2018,844.29,46803.31,51.4,26.11,24.23,38.03,4723.14,0.28
Japan,2009,7525.22,36545.42,33.01,49.92,22.95,29.96,2248.45,0.29
India,2005,7898.44,15427.48,12.17,75.63,25.92,39.85,729.52,0.35
China,2015,5785.24,17993.76,19.56,58.52,51.7,24.01,3068.16,0.25
Germany,2009,988.08,19859.99,78.34,31.59,22.59,19.89,404.59,0.13
China,2012,8911.82,2025.03,56.59,77.41,29.01,21.8,3076.93,0.27
USA,2008,9659.79,45718.76,25.15,33.99,30.19,20.51,906.08,0.41
Australia,2006,2103.4,4140.85,47.15,78.83,45.89,22.02,2604.1,0.37
UK,2003,7075.93,35139.82,14.17,23.44,36.07,36.56,3146.2,0.1
Russia,2018,8435.19,36642.97,13.4,79.98,27.96,27.76,2261.29,0.48
UK,2003,5444.45,42263.9,82.16,15.31,37.98,31.77,4145.12,0.19
UK,2018,3300.9,27891.43,43.92,59.93,47.42,18.64,1904.81,0.31
China,2018,4837.73,36400.59,35.73,61.83,51.44,39.7,817.41,0.06
Japan,2011,5171.46,15484.78,85.67,57.57,24.96,18.42,2346.33,0.46
India,2012,4066.31,37406.41,38.92,64.43,48.59,14.77,4819.52,0.36
Russia,2024,9305.44,17499.08,33.58,43.03,20.18,33.35,4406.9,0.17
Russia,2003,7464.44,45190.5,28.2,13.79,48.97,35.17,1589.86,0.36
India,2024,2488.89,8587.4,53.03,35.04,46.44,21.81,1251.39,0.18
India,2009,5897.02,16129.99,52.46,54.96,38.75,26.23,2442.28,0.17
Australia,2020,6918.02,25189.09,6.38,55.24,25.47,22.42,3293.03,0.25
USA,2006,1487.55,38904.6,60.6,23.66,50.58,18.82,4637.26,0.32
Germany,2004,3648.41,37565.56,72.01,27.71,22.87,34.4,3085.96,0.14
USA,2016,9064.93,10930.49,57.36,44.07,55.82,32.71,4188.78,0.38
India,2017,5715.01,7639.67,78.94,61.0,50.94,24.56,3495.56,0.31
Japan,2010,2248.28,15546.5,28.5,69.7,49.64,23.67,552.54,0.05
Brazil,2014,1315.57,24445.83,21.32,16.05,50.18,15.4,4464.34,0.3
Brazil,2020,5230.45,27180.75,64.27,74.79,22.7,29.12,1037.71,0.24
Germany,2021,5522.09,21742.31,21.03,74.94,59.6,37.71,1864.9,0.35
India,2006,3410.7,33322.96,12.74,10.56,54.34,31.57,4209.3,0.45
Brazil,2017,6341.12,21664.17,13.21,45.45,40.32,25.19,4897.1,0.17
Germany,2024,779.98,47343.29,70.31,51.1,48.78,11.16,1587.53,0.35
Russia,2005,1536.88,13417.96,7.44,48.76,49.57,37.91,1946.95,0.12
Germany,2017,5508.11,31554.92,29.6,53.1,53.19,19.24,2453.79,0.09
Russia,2015,711.98,30763.21,15.98,45.23,30.21,19.0,2515.06,0.47
Australia,2001,8821.0,14437.95,69.17,30.57,34.88,24.09,3764.36,0.44
Brazil,2018,1507.25,20878.54,47.8,16.7,51.99,22.87,4094.74,0.28
Germany,2000,6771.81,18590.94,22.47,24.59,50.76,38.87,4955.63,0.11
Germany,2024,3972.91,9038.7,68.78,61.82,40.9,14.95,4030.93,0.17
Germany,2010,4057.9,24126.11,68.78,26.87,35.85,30.67,1533.92,0.31
Japan,2019,7672.41,19639.78,49.46,68.08,58.74,13.2,1822.85,0.34
Germany,2004,5044.68,9326.71,28.45,38.24,36.6,18.31,3109.39,0.36
Japan,2015,7283.99,22769.06,54.83,39.01,50.56,31.66,3448.86,0.39
UK,2022,5101.39,21381.28,84.35,70.79,36.51,34.12,495.31,0.14
Australia,2000,5969.76,7002.6,9.39,25.0,32.39,24.07,1751.21,0.18
UK,2018,7631.07,6993.78,27.69,23.27,45.64,33.68,1053.2,0.06
Canada,2013,6112.36,32551.62,29.22,78.98,52.3,38.05,2563.86,0.08
UK,2002,6194.59,35475.75,58.7,47.84,59.26,38.07,885.05,0.19
India,2001,7913.27,47088.43,60.35,23.34,25.96,20.27,2924.67,0.13
Russia,2023,9495.96,4806.73,22.54,21.61,55.04,19.36,2363.12,0.27
India,2004,3829.49,6334.14,23.37,70.32,40.97,31.79,2049.42,0.43
USA,2016,5813.46,3065.0,83.9,51.99,24.31,29.62,3262.32,0.38
UK,2017,954.1,26845.31,69.29,18.05,51.78,21.77,2110.79,0.39
Brazil,2000,3652.16,31325.96,84.41,72.08,33.26,16.86,2026.36,0.32
China,2014,4179.29,20474.41,75.52,41.07,54.73,28.55,3273.05,0.37
UK,2021,8368.85,39996.16,39.18,79.26,26.31,22.91,333.57,0.13
Australia,2008,5182.58,34491.62,15.36,29.72,48.44,13.96,2190.79,0.3
UK,2022,7337.56,49299.1,58.51,47.02,32.03,29.18,1017.23,0.31
Japan,2004,288.17,7325.8,34.92,22.12,30.29,30.93,240.94,0.33
USA,2012,4698.48,3386.63,41.16,40.78,22.01,20.93,221.68,0.4
Germany,2018,9023.04,14102.78,41.2,22.36,39.28,34.96,879.72,0.47
USA,2023,2320.71,1442.98,84.6,31.51,35.66,12.21,2198.01,0.37
USA,2009,412.07,46664.27,10.85,28.89,22.47,24.88,2855.16,0.47
Russia,2019,4390.75,15545.61,21.41,29.82,29.07,38.69,3989.7,0.3
China,2024,7073.88,27845.29,56.68,77.89,39.49,15.71,3058.08,0.18
USA,2020,4599.19,16244.45,80.12,12.69,52.33,15.17,2624.28,0.35
Russia,2013,4653.79,12667.53,83.03,44.78,57.18,21.36,230.01,0.49
Germany,2021,6731.07,8042.05,52.49,54.05,40.61,18.04,1524.6,0.37
India,2020,2618.45,16358.11,7.94,56.25,36.13,16.65,3476.74,0.49
Germany,2011,7543.71,30963.24,35.84,62.82,58.19,38.5,1389.05,0.06
Brazil,2010,1615.82,48595.25,83.1,63.27,58.51,20.35,2991.98,0.17
USA,2022,4017.93,28125.56,47.5,76.89,27.62,11.8,3039.31,0.17
USA,2006,6594.48,26869.1,66.76,62.9,41.26,36.99,1560.38,0.24
India,2016,8300.85,2245.52,27.88,67.66,52.84,23.45,2879.39,0.06
Australia,2017,7936.16,42084.9,7.13,47.26,52.89,32.08,614.17,0.46
USA,2006,7244.69,2719.65,54.16,56.04,47.4,21.02,3648.51,0.37
China,2023,3655.05,45358.5,75.97,43.47,38.86,38.06,161.51,0.09
Canada,2019,1310.81,27164.25,89.17,29.35,36.15,18.63,224.86,0.13
USA,2005,2246.66,8839.1,76.96,31.94,52.26,29.88,4357.78,0.32
Canada,2010,8661.85,22859.52,52.09,35.24,29.03,34.73,2922.42,0.46
Germany,2011,8587.58,49751.73,56.74,33.85,37.14,17.14,856.43,0.09
UK,2015,9520.45,15601.6,75.05,47.32,42.67,34.05,3028.11,0.24
Australia,2018,852.29,13838.26,6.68,27.33,53.27,33.77,1880.75,0.14
Russia,2022,5414.41,6341.29,85.89,46.16,34.95,38.93,1385.85,0.13
Japan,2018,6521.96,30058.55,50.15,74.14,41.95,37.68,4066.06,0.38
Australia,2010,7135.51,4916.74,85.92,38.42,31.17,21.66,2412.68,0.42
Japan,2015,6474.25,38417.4,69.98,25.59,53.48,27.72,1502.69,0.46
Germany,2022,7723.11,46001.56,17.95,34.28,51.42,37.76,4721.29,0.36
Australia,2011,3658.77,46627.62,19.05,71.38,52.8,10.13,866.87,0.08
Russia,2007,1876.38,5841.85,35.06,75.92,22.3,28.82,752.94,0.21
Japan,2002,2125.38,28134.0,27.44,72.07,39.48,16.46,531.65,0.25
India,2001,218.59,5306.94,42.34,30.11,25.43,32.16,665.95,0.17
China,2005,3568.19,28814.8,56.33,37.15,46.95,33.89,1301.29,0.29
Australia,2015,1008.27,40841.54,42.11,78.25,32.46,31.39,3507.6,0.15
Germany,2019,3282.74,27120.61,9.8,32.67,50.98,39.88,3375.7,0.45
USA,2023,6319.28,43666.66,87.93,19.65,22.61,24.38,3829.14,0.11
Russia,2014,8955.33,40182.88,41.14,29.75,40.53,26.84,2899.08,0.24
Japan,2013,8412.09,14189.14,77.34,77.48,24.95,22.27,2488.42,0.11
Japan,2001,2601.47,31690.06,11.29,39.11,42.32,39.22,2187.83,0.21
China,2019,1427.42,866.9,73.86,75.37,44.29,37.68,4379.49,0.27
Japan,2017,2011.42,20104.07,19.74,17.29,38.49,39.6,1750.35,0.3
Canada,2013,9712.77,12279.03,62.75,63.62,31.19,39.55,4463.03,0.2
Brazil,2017,5539.8,46887.26,61.25,16.53,21.29,36.86,1413.92,0.41
Canada,2001,1906.77,20566.76,82.33,23.82,46.48,37.93,828.73,0.28
Japan,2000,8423.39,32876.19,32.26,53.13,54.82,13.6,1312.96,0.5
Russia,2019,4012.39,36733.09,14.26,40.41,49.35,15.21,2520.18,0.11
Australia,2001,9002.3,38774.02,78.49,56.67,55.72,36.56,4633.14,0.13
Germany,2008,2680.7,36920.87,33.18,78.14,57.18,31.8,927.68,0.41
USA,2008,3992.9,14813.67,24.77,13.69,37.98,36.25,2920.51,0.3
Australia,2015,5098.98,34460.35,46.33,23.41,47.92,33.1,1127.72,0.21
India,2010,8936.89,27675.97,17.42,54.82,35.9,14.19,3404.34,0.23
Australia,2022,8700.7,30069.95,30.24,72.76,56.78,37.5,2351.92,0.3
Australia,2005,5786.12,540.32,37.75,65.84,42.52,33.14,3681.01,0.09
Germany,2011,2295.58,13283.75,28.57,42.59,50.1,27.12,4287.74,0.39
China,2002,4093.23,46568.84,43.27,62.18,20.58,25.97,1706.98,0.25
Japan,2011,9758.77,14858.77,37.7,24.57,43.02,27.21,4694.03,0.24
China,2022,6116.95,22181.77,70.84,10.96,49.68,21.71,2368.69,0.4
India,2000,7832.87,9740.36,83.06,49.9,30.28,34.1,4686.34,0.31
UK,2008,4553.66,7360.83,13.58,66.93,20.57,37.27,1191.58,0.39
USA,2019,5366.87,10829.11,74.98,40.34,49.75,17.59,4490.57,0.47
Canada,2021,4346.65,27905.54,84.2,49.85,33.52,11.14,1701.6,0.48
USA,2005,7058.92,45991.92,63.36,39.55,37.15,16.09,3766.22,0.24
Japan,2010,8529.56,16646.86,89.7,45.98,42.48,32.72,4842.5,0.08
USA,2002,5122.9,16508.69,33.48,71.9,24.41,36.05,4565.2,0.06
Brazil,2003,4860.59,28424.96,75.58,43.47,24.14,20.46,2345.09,0.37
Canada,2009,3468.84,18158.76,62.26,10.52,58.44,14.57,1757.26,0.09
India,2018,1853.26,45565.59,32.49,65.99,33.56,35.76,3082.55,0.23
Japan,2005,9398.55,19203.48,64.9,53.24,30.22,16.44,3543.76,0.35
Russia,2000,3229.19,24776.89,48.32,61.13,21.91,17.26,2724.22,0.5
India,2007,8026.85,26902.77,21.06,73.08,26.96,12.78,4249.96,0.15
Brazil,2007,7181.94,39212.36,19.78,30.03,37.24,37.31,338.42,0.05
Canada,2024,7930.08,28413.34,65.64,45.21,33.68,19.8,3018.21,0.07
Germany,2005,9374.0,12338.18,65.51,52.17,36.98,15.16,2649.95,0.15
Brazil,2016,6271.37,6637.37,50.12,34.18,48.16,38.61,244.85,0.5
India,2018,8989.71,46919.84,47.62,69.22,45.67,20.07,112.92,0.08
Japan,2000,1760.2,40177.37,20.3,58.83,39.73,32.42,3050.34,0.39
UK,2014,6304.45,1636.78,41.49,61.34,52.59,16.91,634.09,0.12
Japan,2012,7745.53,41165.68,79.07,66.56,54.29,31.8,3854.23,0.14
Canada,2020,2789.25,29734.59,77.65,28.07,43.63,16.96,4748.78,0.09
UK,2002,7433.46,26185.26,61.18,62.19,24.7,29.13,928.21,0.15
China,2001,7806.92,1105.34,89.78,64.17,36.25,23.23,4002.94,0.1
